code,code_name,industry,industryClassification
sz.002119,康强电子,电子,申万一级行业
sz.002120,韵达股份,交通运输,申万一级行业
sz.002121,科陆电子,电气设备,申万一级行业
sz.002123,梦网集团,传媒,申万一级行业
sz.002124,天邦股份,农林牧渔,申万一级行业
sz.002125,湘潭电化,化工,申万一级行业
sz.002126,银轮股份,汽车,申万一级行业
sz.002127,南极电商,商业贸易,申万一级行业
sz.002128,露天煤业,采掘,申万一级行业
sz.002129,中环股份,电气设备,申万一级行业
sz.002130,沃尔核材,有色金属,申万一级行业
sz.002131,利欧股份,传媒,申万一级行业
sz.002132,恒星科技,机械设备,申万一级行业
sz.002133,广宇集团,房地产,申万一级行业
sz.002134,天津普林,电子,申万一级行业
sz.002135,东南网架,建筑装饰,申万一级行业
sz.002136,安纳达,化工,申万一级行业
sz.002137,麦达数字,传媒,申万一级行业
sz.002138,顺络电子,电子,申万一级行业
sz.002139,拓邦股份,电子,申万一级行业
sz.002140,东华科技,建筑装饰,申万一级行业
sz.002141,贤丰控股,电子,申万一级行业
sz.002142,宁波银行,银行,申万一级行业
sz.002144,宏达高科,纺织服装,申万一级行业
sz.002145,中核钛白,化工,申万一级行业
sz.002146,荣盛发展,房地产,申万一级行业
sz.002148,北纬科技,传媒,申万一级行业
sz.002149,西部材料,有色金属,申万一级行业
sz.002150,通润装备,机械设备,申万一级行业
sz.002151,北斗星通,国防军工,申万一级行业
sz.002152,广电运通,计算机,申万一级行业
sz.002153,石基信息,计算机,申万一级行业
sz.002154,报喜鸟,纺织服装,申万一级行业
sz.002155,湖南黄金,有色金属,申万一级行业
sz.002156,通富微电,电子,申万一级行业
sz.002157,正邦科技,农林牧渔,申万一级行业
sz.002158,汉钟精机,机械设备,申万一级行业
sz.002159,三特索道,休闲服务,申万一级行业
sz.002160,常铝股份,有色金属,申万一级行业
sz.002161,远望谷,电子,申万一级行业
sz.002162,悦心健康,建筑材料,申万一级行业
sz.002163,中航三鑫,建筑材料,申万一级行业
sz.002164,宁波东力,机械设备,申万一级行业
sz.002165,红宝丽,化工,申万一级行业
sz.002166,莱茵生物,医药生物,申万一级行业
sz.002167,东方锆业,有色金属,申万一级行业
sz.002168,惠程科技,电气设备,申万一级行业
sz.002169,智光电气,电气设备,申万一级行业
sz.002170,芭田股份,化工,申万一级行业
sz.002171,楚江新材,有色金属,申万一级行业
sz.002172,澳洋健康,化工,申万一级行业
sz.002173,创新医疗,医药生物,申万一级行业
sz.002174,游族网络,传媒,申万一级行业
sz.002176,江特电机,电气设备,申万一级行业
sz.002177,御银股份,计算机,申万一级行业
sz.002178,延华智能,建筑装饰,申万一级行业
sz.002179,中航光电,电子,申万一级行业
sz.002180,纳思达,电子,申万一级行业
sz.002181,粤传媒,传媒,申万一级行业
sz.002182,云海金属,有色金属,申万一级行业
sz.002183,怡亚通,交通运输,申万一级行业
sz.002184,海得控制,电气设备,申万一级行业
sz.002185,华天科技,电子,申万一级行业
sz.002186,全聚德,休闲服务,申万一级行业
sz.002187,广百股份,商业贸易,申万一级行业
sz.002189,利达光电,电子,申万一级行业
sz.002191,劲嘉股份,轻工制造,申万一级行业
sz.002192,融捷股份,机械设备,申万一级行业
sz.002193,如意集团,纺织服装,申万一级行业
sz.002195,二三四五,计算机,申万一级行业
sz.002196,方正电机,电气设备,申万一级行业
sz.002197,证通电子,计算机,申万一级行业
sz.002198,嘉应制药,医药生物,申万一级行业
sz.002199,东晶电子,电子,申万一级行业
sz.002201,九鼎新材,化工,申万一级行业
sz.002202,金风科技,电气设备,申万一级行业
sz.002203,海亮股份,有色金属,申万一级行业
sz.002204,大连重工,机械设备,申万一级行业
sz.002205,国统股份,建筑材料,申万一级行业
sz.002206,海利得,化工,申万一级行业
sz.002208,合肥城建,房地产,申万一级行业
sz.002209,达意隆,机械设备,申万一级行业
sz.002211,宏达新材,化工,申万一级行业
sz.002212,南洋股份,电气设备,申万一级行业
sz.002213,特尔佳,汽车,申万一级行业
sz.002214,大立科技,电子,申万一级行业
sz.002215,诺普信,化工,申万一级行业
sz.002216,三全食品,食品饮料,申万一级行业
sz.002217,合力泰,电子,申万一级行业
sz.002218,拓日新能,电气设备,申万一级行业
sz.002219,恒康医疗,医药生物,申万一级行业
sz.002221,东华能源,化工,申万一级行业
sz.002222,福晶科技,电子,申万一级行业
sz.002223,鱼跃医疗,医药生物,申万一级行业
sz.002224,三力士,化工,申万一级行业
sz.002225,濮耐股份,建筑材料,申万一级行业
sz.002226,江南化工,化工,申万一级行业
sz.002227,奥特迅,电气设备,申万一级行业
sz.002228,合兴包装,轻工制造,申万一级行业
sz.002229,鸿博股份,轻工制造,申万一级行业
sz.002230,科大讯飞,计算机,申万一级行业
sz.002231,奥维通信,通信,申万一级行业
sz.002232,启明信息,计算机,申万一级行业
sz.002233,塔牌集团,建筑材料,申万一级行业
sz.002234,民和股份,农林牧渔,申万一级行业
sz.002235,安妮股份,轻工制造,申万一级行业
sz.002236,大华股份,电子,申万一级行业
sz.002237,恒邦股份,有色金属,申万一级行业
sz.002238,天威视讯,传媒,申万一级行业
sz.002239,奥特佳,汽车,申万一级行业
sz.002240,威华股份,轻工制造,申万一级行业
sz.002241,歌尔股份,电子,申万一级行业
sz.002242,九阳股份,家用电器,申万一级行业
sz.002243,通产丽星,轻工制造,申万一级行业
sz.002244,滨江集团,房地产,申万一级行业
sz.002245,澳洋顺昌,交通运输,申万一级行业
sz.002246,北化股份,化工,申万一级行业
sz.002247,聚力文化,传媒,申万一级行业
sz.002248,华东数控,机械设备,申万一级行业
sz.002249,大洋电机,电气设备,申万一级行业
sz.002250,联化科技,化工,申万一级行业
sz.002251,步步高,商业贸易,申万一级行业
sz.002252,上海莱士,医药生物,申万一级行业
sz.002253,川大智胜,计算机,申万一级行业
sz.002254,泰和新材,化工,申万一级行业
sz.002255,海陆重工,电气设备,申万一级行业
sz.002256,兆新股份,化工,申万一级行业
sz.002258,利尔化学,化工,申万一级行业
sz.002261,拓维信息,传媒,申万一级行业
sz.002262,恩华药业,医药生物,申万一级行业
sz.002264,新华都,商业贸易,申万一级行业
sz.002265,西仪股份,汽车,申万一级行业
sz.002266,浙富控股,电气设备,申万一级行业
sz.002267,陕天然气,公用事业,申万一级行业
sz.002268,卫士通,计算机,申万一级行业
sz.002269,美邦服饰,纺织服装,申万一级行业
sz.002270,华明装备,电气设备,申万一级行业
sz.002271,东方雨虹,建筑材料,申万一级行业
sz.002272,川润股份,机械设备,申万一级行业
sz.002273,水晶光电,电子,申万一级行业
sz.002274,华昌化工,化工,申万一级行业
sz.002275,桂林三金,医药生物,申万一级行业
sz.002276,万马股份,电气设备,申万一级行业
sz.002277,友阿股份,商业贸易,申万一级行业
sz.002278,神开股份,机械设备,申万一级行业
sz.002279,久其软件,计算机,申万一级行业
sz.002280,联络互动,计算机,申万一级行业
sz.002281,光迅科技,通信,申万一级行业
sz.002282,博深工具,机械设备,申万一级行业
sz.002283,天润曲轴,汽车,申万一级行业
sz.002284,亚太股份,汽车,申万一级行业
sz.002285,世联行,房地产,申万一级行业
sz.002286,保龄宝,农林牧渔,申万一级行业
sz.002287,奇正藏药,医药生物,申万一级行业
sz.002288,超华科技,电子,申万一级行业
sz.002291,星期六,纺织服装,申万一级行业
sz.002292,奥飞娱乐,传媒,申万一级行业
sz.002293,罗莱生活,纺织服装,申万一级行业
sz.002294,信立泰,医药生物,申万一级行业
sz.002295,精艺股份,有色金属,申万一级行业
sz.002296,辉煌科技,计算机,申万一级行业
sz.002297,博云新材,国防军工,申万一级行业
sz.002298,中电兴发,电气设备,申万一级行业
sz.002299,圣农发展,农林牧渔,申万一级行业
sz.002300,太阳电缆,电气设备,申万一级行业
sz.002301,齐心集团,轻工制造,申万一级行业
sz.002302,西部建设,建筑材料,申万一级行业
sz.002303,美盈森,轻工制造,申万一级行业
sz.002304,洋河股份,食品饮料,申万一级行业
sz.002305,南国置业,房地产,申万一级行业
sz.002307,北新路桥,建筑装饰,申万一级行业
sz.002308,威创股份,计算机,申万一级行业
sz.002309,中利集团,电气设备,申万一级行业
sz.002310,东方园林,建筑装饰,申万一级行业
sz.002311,海大集团,农林牧渔,申万一级行业
sz.002312,三泰控股,计算机,申万一级行业
sz.002313,日海智能,通信,申万一级行业
sz.002314,南山控股,房地产,申万一级行业
sz.002315,焦点科技,传媒,申万一级行业
sz.002316,亚联发展,通信,申万一级行业
sz.002317,众生药业,医药生物,申万一级行业
sz.002318,久立特材,钢铁,申万一级行业
sz.002319,乐通股份,化工,申万一级行业
sz.002320,海峡股份,交通运输,申万一级行业
sz.002321,华英农业,农林牧渔,申万一级行业
sz.002322,理工环科,电气设备,申万一级行业
sz.002324,普利特,化工,申万一级行业
sz.002325,洪涛股份,建筑装饰,申万一级行业
sz.002326,永太科技,化工,申万一级行业
sz.002327,富安娜,纺织服装,申万一级行业
sz.002328,新朋股份,汽车,申万一级行业
sz.002329,皇氏集团,食品饮料,申万一级行业
sz.002330,得利斯,食品饮料,申万一级行业
sz.002331,皖通科技,计算机,申万一级行业
sz.002332,仙琚制药,医药生物,申万一级行业
sz.002334,英威腾,电气设备,申万一级行业
sz.002335,科华恒盛,电气设备,申万一级行业
sz.002337,赛象科技,机械设备,申万一级行业
sz.002338,奥普光电,机械设备,申万一级行业
sz.002339,积成电子,电气设备,申万一级行业
sz.002340,格林美,有色金属,申万一级行业
sz.002341,新纶科技,公用事业,申万一级行业
sz.002342,巨力索具,机械设备,申万一级行业
sz.002343,慈文传媒,传媒,申万一级行业
sz.002344,海宁皮城,商业贸易,申万一级行业
sz.002345,潮宏基,轻工制造,申万一级行业
sz.002346,柘中股份,建筑材料,申万一级行业
sz.002347,泰尔股份,机械设备,申万一级行业
sz.002348,高乐股份,轻工制造,申万一级行业
sz.002349,精华制药,医药生物,申万一级行业
sz.002350,北京科锐,电气设备,申万一级行业
sz.002351,漫步者,电子,申万一级行业
sz.002352,顺丰控股,交通运输,申万一级行业
sz.002353,杰瑞股份,机械设备,申万一级行业
sz.002354,天神娱乐,传媒,申万一级行业
sz.002355,兴民智通,汽车,申万一级行业
sz.002357,富临运业,交通运输,申万一级行业
sz.002358,森源电气,电气设备,申万一级行业
sz.002360,同德化工,化工,申万一级行业
sz.002361,神剑股份,化工,申万一级行业
sz.002362,汉王科技,计算机,申万一级行业
sz.002363,隆基机械,汽车,申万一级行业
sz.002364,中恒电气,电气设备,申万一级行业
sz.002365,永安药业,医药生物,申万一级行业
sz.002366,台海核电,机械设备,申万一级行业
sz.002367,康力电梯,机械设备,申万一级行业
sz.002368,太极股份,计算机,申万一级行业
sz.002369,卓翼科技,电子,申万一级行业
sz.002370,亚太药业,医药生物,申万一级行业
sz.002371,北方华创,电子,申万一级行业
sz.002372,伟星新材,建筑材料,申万一级行业
sz.002373,千方科技,计算机,申万一级行业
sz.002374,丽鹏股份,建筑装饰,申万一级行业
sz.002375,亚厦股份,建筑装饰,申万一级行业
sz.002376,新北洋,计算机,申万一级行业
sz.002377,国创高新,休闲服务,申万一级行业
sz.002378,章源钨业,有色金属,申万一级行业
sz.002379,宏创控股,有色金属,申万一级行业
sz.002380,科远智慧,计算机,申万一级行业
sz.002381,双箭股份,化工,申万一级行业
sz.002382,蓝帆医疗,医药生物,申万一级行业
sz.002383,合众思壮,计算机,申万一级行业
sz.002384,东山精密,电子,申万一级行业
sz.002385,大北农,农林牧渔,申万一级行业
sz.002386,天原集团,化工,申万一级行业
sz.002387,维信诺,计算机,申万一级行业
sz.002388,新亚制程,电子,申万一级行业
sz.002389,航天彩虹,电子,申万一级行业
sz.002390,信邦制药,医药生物,申万一级行业
sz.002391,长青股份,化工,申万一级行业
sz.002392,北京利尔,建筑材料,申万一级行业
sz.002393,力生制药,医药生物,申万一级行业
sz.002394,联发股份,纺织服装,申万一级行业
sz.002395,双象股份,化工,申万一级行业
sz.002396,星网锐捷,通信,申万一级行业
sz.002397,梦洁股份,纺织服装,申万一级行业
sz.002398,建研集团,建筑材料,申万一级行业
sz.002399,海普瑞,医药生物,申万一级行业
sz.002400,省广集团,传媒,申万一级行业
sz.002401,中远海科,计算机,申万一级行业
sz.002402,和而泰,电子,申万一级行业
sz.002403,爱仕达,家用电器,申万一级行业
sz.002404,嘉欣丝绸,纺织服装,申万一级行业
sz.002405,四维图新,计算机,申万一级行业
sz.002406,远东传动,汽车,申万一级行业
sz.002407,多氟多,化工,申万一级行业
sz.002408,齐翔腾达,化工,申万一级行业
sz.002409,雅克科技,化工,申万一级行业
sz.002410,广联达,计算机,申万一级行业
sz.002411,延安必康,医药生物,申万一级行业
sz.002412,汉森制药,医药生物,申万一级行业
sz.002413,雷科防务,国防军工,申万一级行业
sz.002414,高德红外,电子,申万一级行业
sz.002415,海康威视,电子,申万一级行业
sz.002416,爱施德,商业贸易,申万一级行业
sz.002417,深南股份,通信,申万一级行业
sz.002418,康盛股份,家用电器,申万一级行业
sz.002419,天虹股份,商业贸易,申万一级行业
sz.002421,达实智能,计算机,申万一级行业
sz.002422,科伦药业,医药生物,申万一级行业
sz.002423,中原特钢,机械设备,申万一级行业
sz.002424,贵州百灵,医药生物,申万一级行业
sz.002425,凯撒文化,传媒,申万一级行业
sz.002426,胜利精密,机械设备,申万一级行业
sz.002428,云南锗业,有色金属,申万一级行业
sz.002429,兆驰股份,家用电器,申万一级行业
sz.002430,杭氧股份,机械设备,申万一级行业
sz.002431,棕榈股份,建筑装饰,申万一级行业
sz.002432,九安医疗,医药生物,申万一级行业
sz.002433,太安堂,医药生物,申万一级行业
sz.002434,万里扬,汽车,申万一级行业
sz.002435,长江润发,医药生物,申万一级行业
sz.002436,兴森科技,电子,申万一级行业
sz.002437,誉衡药业,医药生物,申万一级行业
sz.002438,江苏神通,机械设备,申万一级行业
sz.002439,启明星辰,计算机,申万一级行业
sz.002440,闰土股份,化工,申万一级行业
sz.002441,众业达,电气设备,申万一级行业
sz.002442,龙星化工,化工,申万一级行业
sz.002443,金洲管道,钢铁,申万一级行业
sz.002444,巨星科技,机械设备,申万一级行业
sz.002446,盛路通信,通信,申万一级行业
sz.002447,晨鑫科技,传媒,申万一级行业
sz.002448,中原内配,汽车,申万一级行业
sz.002449,国星光电,电子,申万一级行业
sz.002451,摩恩电气,电气设备,申万一级行业
sz.002452,长高集团,电气设备,申万一级行业
sz.002453,华软科技,化工,申万一级行业
sz.002454,松芝股份,汽车,申万一级行业
sz.002455,百川股份,化工,申万一级行业
sz.002456,欧菲光,电子,申万一级行业
sz.002457,青龙管业,建筑材料,申万一级行业
sz.002458,益生股份,农林牧渔,申万一级行业
sz.002459,天业通联,机械设备,申万一级行业
sz.002460,赣锋锂业,有色金属,申万一级行业
sz.002461,珠江啤酒,食品饮料,申万一级行业
sz.002462,嘉事堂,医药生物,申万一级行业
sz.002463,沪电股份,电子,申万一级行业
sz.002464,众应互联,传媒,申万一级行业
sz.002465,海格通信,通信,申万一级行业
sz.002466,天齐锂业,有色金属,申万一级行业
sz.002467,二六三,通信,申万一级行业
sz.002468,申通快递,交通运输,申万一级行业
sz.002469,三维工程,建筑装饰,申万一级行业
sz.002470,金正大,化工,申万一级行业
sz.002471,中超控股,电气设备,申万一级行业
sz.002472,双环传动,汽车,申万一级行业
sz.002473,圣莱达,家用电器,申万一级行业
sz.002474,榕基软件,计算机,申万一级行业
sz.002475,立讯精密,电子,申万一级行业
sz.002476,宝莫股份,化工,申万一级行业
sz.002478,常宝股份,钢铁,申万一级行业
sz.002479,富春环保,公用事业,申万一级行业
sz.002480,新筑股份,机械设备,申万一级行业
sz.002481,双塔食品,食品饮料,申万一级行业
sz.002482,广田集团,建筑装饰,申万一级行业
sz.002483,润邦股份,机械设备,申万一级行业
sz.002484,江海股份,电子,申万一级行业
sz.002485,希努尔,纺织服装,申万一级行业
sz.002486,嘉麟杰,纺织服装,申万一级行业
sz.002487,大金重工,机械设备,申万一级行业
sz.002488,金固股份,汽车,申万一级行业
sz.002489,浙江永强,轻工制造,申万一级行业
sz.002490,山东墨龙,机械设备,申万一级行业
sz.002491,通鼎互联,通信,申万一级行业
sz.002492,恒基达鑫,交通运输,申万一级行业
sz.002493,荣盛石化,化工,申万一级行业
sz.002494,华斯股份,纺织服装,申万一级行业
sz.002495,佳隆股份,食品饮料,申万一级行业
sz.002496,辉丰股份,化工,申万一级行业
sz.002497,雅化集团,化工,申万一级行业
sz.002498,汉缆股份,电气设备,申万一级行业
sz.002500,山西证券,非银金融,申万一级行业
sz.002502,骅威文化,传媒,申万一级行业
sz.002503,搜于特,纺织服装,申万一级行业
sz.002504,弘高创意,建筑装饰,申万一级行业
sz.002505,大康农业,农林牧渔,申万一级行业
sz.002506,协鑫集成,电气设备,申万一级行业
sz.002507,涪陵榨菜,食品饮料,申万一级行业
sz.002508,老板电器,家用电器,申万一级行业
sz.002509,天广中茂,机械设备,申万一级行业
sz.002510,天汽模,汽车,申万一级行业
sz.002511,中顺洁柔,轻工制造,申万一级行业
sz.002512,达华智能,计算机,申万一级行业
sz.002513,蓝丰生化,化工,申万一级行业
sz.002514,宝馨科技,机械设备,申万一级行业
sz.002515,金字火腿,食品饮料,申万一级行业
sz.002516,旷达科技,纺织服装,申万一级行业
sz.002517,恺英网络,传媒,申万一级行业
sz.002518,科士达,电气设备,申万一级行业
sz.002519,银河电子,家用电器,申万一级行业
sz.002520,日发精机,机械设备,申万一级行业
sz.002521,齐峰新材,轻工制造,申万一级行业
sz.002522,浙江众成,轻工制造,申万一级行业
sz.002523,天桥起重,机械设备,申万一级行业
sz.002524,光正集团,公用事业,申万一级行业
sz.002526,山东矿机,机械设备,申万一级行业
sz.002527,新时达,电气设备,申万一级行业
sz.002528,英飞拓,计算机,申万一级行业
sz.002529,海源复材,机械设备,申万一级行业
sz.002530,金财互联,计算机,申万一级行业
sz.002531,天顺风能,电气设备,申万一级行业
sz.002532,新界泵业,机械设备,申万一级行业
sz.002533,金杯电工,电气设备,申万一级行业
sz.002534,杭锅股份,电气设备,申万一级行业
sz.002535,林州重机,机械设备,申万一级行业
sz.002536,飞龙股份,汽车,申万一级行业
sz.002537,海联金汇,机械设备,申万一级行业
sz.002538,司尔特,化工,申万一级行业
sz.002539,云图控股,化工,申万一级行业
sz.002540,亚太科技,有色金属,申万一级行业
sz.002541,鸿路钢构,建筑装饰,申万一级行业
sz.002542,中化岩土,建筑装饰,申万一级行业
sz.002543,万和电气,家用电器,申万一级行业
sz.002544,杰赛科技,通信,申万一级行业
sz.002545,东方铁塔,建筑装饰,申万一级行业
sz.002546,新联电子,电气设备,申万一级行业
sz.002547,春兴精工,电子,申万一级行业
sz.002548,金新农,农林牧渔,申万一级行业
sz.002549,凯美特气,化工,申万一级行业
sz.002550,千红制药,医药生物,申万一级行业
sz.002551,尚荣医疗,医药生物,申万一级行业
sz.002552,宝鼎科技,机械设备,申万一级行业
sz.002553,南方轴承,汽车,申万一级行业
sz.002554,惠博普,采掘,申万一级行业
sz.002555,三七互娱,传媒,申万一级行业
sz.002556,辉隆股份,化工,申万一级行业
sz.002557,洽洽食品,食品饮料,申万一级行业
sz.002558,巨人网络,传媒,申万一级行业
sz.002559,亚威股份,机械设备,申万一级行业
sz.002560,通达股份,电气设备,申万一级行业
sz.002561,徐家汇,商业贸易,申万一级行业
sz.002562,兄弟科技,化工,申万一级行业
sz.002563,森马服饰,纺织服装,申万一级行业
sz.002564,天沃科技,机械设备,申万一级行业
sz.002565,顺灏股份,轻工制造,申万一级行业
sz.002566,益盛药业,医药生物,申万一级行业
sz.002567,唐人神,农林牧渔,申万一级行业
sz.002568,百润股份,食品饮料,申万一级行业
sz.002570,贝因美,食品饮料,申万一级行业
sz.002571,德力股份,轻工制造,申万一级行业
sz.002572,索菲亚,轻工制造,申万一级行业
sz.002573,清新环境,公用事业,申万一级行业
sz.002574,明牌珠宝,轻工制造,申万一级行业
sz.002575,群兴玩具,轻工制造,申万一级行业
sz.002576,通达动力,电气设备,申万一级行业
sz.002577,雷柏科技,计算机,申万一级行业
sz.002578,闽发铝业,有色金属,申万一级行业
sz.002579,中京电子,电子,申万一级行业
sz.002580,圣阳股份,电气设备,申万一级行业
sz.002581,未名医药,医药生物,申万一级行业
sz.002582,好想你,食品饮料,申万一级行业
sz.002583,海能达,通信,申万一级行业
sz.002584,西陇科学,化工,申万一级行业
sz.002585,双星新材,轻工制造,申万一级行业
