date,code,close,peTTM,pbMRQ,psTTM,pcfNcfTTM
2019-04-02,sh.600429,6.0252870900,97.945520,1.809057,1.261927,40.945484
2019-04-02,sh.600433,23.2071369200,56.339608,2.341937,2.412860,56.264861
2019-04-02,sh.600435,111.9260688000,340.063416,7.899317,8.231052,458.502446
2019-04-02,sh.600436,586.6661689700,62.013061,14.861655,14.584832,1100.259398
2019-04-02,sh.600438,127.9462389300,25.015549,3.731381,1.924291,148.603295
2019-04-02,sh.600439,44.1376435500,17.955951,1.576138,2.241679,168.710113
2019-04-02,sh.600444,18.3593425500,10.175650,3.270345,3.050140,13.883084
2019-04-02,sh.600446,331.9199553000,113.276324,12.414678,4.554029,-210.577575
2019-04-02,sh.600448,10.0771744000,188.438111,2.700979,1.241686,15.008839
2019-04-02,sh.600449,28.5152181000,10.997830,0.971370,1.128684,-43.143388
2019-04-02,sh.600452,43.3330579200,16.623991,3.953250,2.368294,-43.842680
2019-04-02,sh.600455,31.8000000000,1551.817653,14.653211,11.825816,42.914384
2019-04-02,sh.600456,52.8064200000,77.763148,3.095412,3.217347,27.595207
2019-04-02,sh.600459,58.7138889600,49.096771,3.620237,0.423113,-115.865497
2019-04-02,sh.600460,189.9852670200,134.005900,6.663908,7.549264,43.258069
2019-04-02,sh.600461,21.2518547200,17.063478,1.508918,1.165800,6.061912
2019-04-02,sh.600466,39.2207917700,10.317908,1.945122,0.744562,1.942200
2019-04-02,sh.600467,22.8401250000,72.232851,1.443754,3.309964,-20.706699
2019-04-02,sh.600468,39.9032812500,77.526072,2.770825,3.874149,-491.186527
2019-04-02,sh.600470,9.4221715500,26.573168,1.240085,0.585164,23.081659
2019-04-02,sh.600475,20.8986506800,14.508418,1.272568,0.806838,-11.276797
2019-04-02,sh.600477,91.1859092200,13.183658,2.816582,1.563609,125.960664
2019-04-02,sh.600478,47.3225495000,90.893623,4.292137,5.287242,22.719035
2019-04-02,sh.600479,92.7504558000,17.421879,2.316439,1.331036,-40.044947
2019-04-02,sh.600480,19.0958006300,21.661997,1.438578,0.454990,28.425749
2019-04-02,sh.600481,32.6839305400,30.298934,3.392973,3.045926,-28.117378
2019-04-02,sh.600482,62.1300362000,35.434161,1.864099,2.040811,-41.675243
2019-04-02,sh.600483,18.5088857200,14.124317,1.402530,1.766867,63.728268
2019-04-02,sh.600486,163.7112591400,20.292428,3.925755,3.434193,71.253141
2019-04-02,sh.600487,156.1019229000,16.232479,3.439845,1.331151,-111.078488
2019-04-02,sh.600488,24.6757973000,34.866292,1.885247,2.203683,-37.071636
2019-04-02,sh.600489,80.3291921100,169.163978,2.280614,0.927275,-39.491916
2019-04-02,sh.600490,72.6713829100,35.213696,2.379479,1.044063,33.738326
2019-04-02,sh.600491,71.2390747800,16.090917,1.383260,0.629215,11.771594
2019-04-02,sh.600493,15.0770248000,68.081552,2.897360,2.073538,91.854255
2019-04-02,sh.600495,31.8006459000,193.109014,2.193999,5.018983,2314.536328
